word,decade,count,appear,topic,ps_articles,ps_words,t20_count,t20_appear,t20_topic,t20_articles,t20_words
much,2010s,7188,1508,153,1678,14295950,38565,7635,924,8647,84731684
multiple,1980s,151,35,2,584,3177602,1569,584,17,6430,46072214
multiple,1990s,286,89,4,643,4529684,2982,975,49,6242,52955592
multiple,2000s,654,193,7,868,7141270,5759,1631,108,7266,67070891
multiple,2010s,1526,509,22,1678,14295950,9416,2825,171,8647,84731684
must,1980s,5238,553,210,584,3177602,67971,6074,2785,6430,46072214
must,1990s,6426,621,276,643,4529684,69391,5926,2847,6242,52955592
must,2000s,9110,836,391,868,7141270,75329,6829,3059,7266,67070891
must,2010s,15720,1589,664,1678,14295950,82123,8091,3254,8647,84731684
naive,1980s,119,34,2,584,3177602,1327,533,16,6430,46072214
naive,1990s,117,58,0,643,4529684,1617,603,24,6242,52955592
naive,2000s,248,65,3,868,7141270,1515,537,25,7266,67070891
naive,2010s,536,121,11,1678,14295950,2130,549,40,8647,84731684
name,1980s,1058,181,25,584,3177602,8950,2136,185,6430,46072214
name,1990s,1075,255,26,643,4529684,8707,2180,172,6242,52955592
name,2000s,1341,300,27,868,7141270,11287,2567,228,7266,67070891
name,2010s,2069,503,31,1678,14295950,11421,2709,198,8647,84731684
namely,1980s,548,267,0,584,3177602,6922,2861,39,6430,46072214
namely,1990s,764,297,3,643,4529684,8690,3060,99,6242,52955592
namely,2000s,1446,486,15,868,7141270,12060,3942,159,7266,67070891
namely,2010s,2670,935,27,1678,14295950,15764,4954,211,8647,84731684
names,1980s,935,122,28,584,3177602,7258,1236,182,6430,46072214
names,1990s,1181,169,29,643,4529684,7474,1312,171,6242,52955592
names,2000s,1461,208,37,868,7141270,9350,1482,193,7266,67070891
names,2010s,1757,303,31,1678,14295950,10240,1488,177,8647,84731684
narrative,1980s,9,5,0,584,3177602,597,126,13,6430,46072214
narrative,1990s,41,18,0,643,4529684,1157,227,21,6242,52955592
narrative,2000s,461,30,6,868,7141270,1371,201,24,7266,67070891
narrative,2010s,615,61,7,1678,14295950,2416,381,46,8647,84731684
narrow,1980s,287,79,6,584,3177602,2565,994,34,6430,46072214
narrow,1990s,724,106,17,643,4529684,3805,1195,67,6242,52955592
narrow,2000s,672,170,14,868,7141270,3870,1393,72,7266,67070891
narrow,2010s,998,337,20,1678,14295950,4540,1717,67,8647,84731684
natural,1980s,1824,366,44,584,3177602,26499,4240,653,6430,46072214
natural,1990s,3350,462,71,643,4529684,33246,4493,872,6242,52955592
natural,2000s,3996,624,84,868,7141270,38693,5369,964,7266,67070891
natural,2010s,7956,1258,178,1678,14295950,48160,6607,1219,8647,84731684
naturalism,1980s,75,19,2,584,3177602,822,211,18,6430,46072214
naturalism,1990s,304,51,8,643,4529684,2294,390,61,6242,52955592
naturalism,2000s,383,74,8,868,7141270,2954,507,69,7266,67070891
naturalism,2010s,738,164,16,1678,14295950,3084,646,77,8647,84731684
naturalistic,1980s,125,30,4,584,3177602,1207,368,24,6430,46072214
naturalistic,1990s,347,57,9,643,4529684,2210,532,56,6242,52955592
naturalistic,2000s,295,85,6,868,7141270,2067,596,46,7266,67070891
naturalistic,2010s,628,155,14,1678,14295950,2178,639,44,8647,84731684
nature,1980s,1423,368,23,584,3177602,25826,4496,662,6430,46072214
nature,1990s,2325,469,63,643,4529684,29545,4659,811,6242,52955592
nature,2000s,3219,659,83,868,7141270,34313,5386,934,7266,67070891
nature,2010s,7547,1352,178,1678,14295950,40543,6738,1066,8647,84731684
necessarily,1980s,774,249,11,584,3177602,9126,3208,115,6430,46072214
necessarily,1990s,1001,310,19,643,4529684,10215,3202,174,6242,52955592
necessarily,2000s,1859,490,49,868,7141270,12370,3872,204,7266,67070891
necessarily,2010s,3317,945,54,1678,14295950,16637,4737,289,8647,84731684
necessary,1980s,1886,408,41,584,3177602,22554,4683,520,6430,46072214
necessary,1990s,2378,469,71,643,4529684,22847,4529,538,6242,52955592
necessary,2000s,3554,635,111,868,7141270,26706,5200,664,7266,67070891
necessary,2010s,6574,1213,161,1678,14295950,32816,6206,795,8647,84731684
necessity,1980s,636,170,17,584,3177602,8005,2063,161,6430,46072214
necessity,1990s,696,213,12,643,4529684,7521,1958,146,6242,52955592
necessity,2000s,1625,303,31,868,7141270,9364,2241,168,7266,67070891
necessity,2010s,2444,509,53,1678,14295950,13175,2592,248,8647,84731684
need,1980s,2218,492,51,584,3177602,28699,5432,731,6430,46072214
need,1990s,3498,590,95,643,4529684,34559,5597,1053,6242,52955592
need,2000s,5415,814,173,868,7141270,44087,6546,1447,7266,67070891
need,2010s,10589,1587,354,1678,14295950,54199,8013,1861,8647,84731684
needed,1980s,496,233,2,584,3177602,5627,2662,24,6430,46072214
needed,1990s,558,277,2,643,4529684,6299,2843,40,6242,52955592
needed,2000s,961,428,7,868,7141270,8232,3559,57,7266,67070891
needed,2010s,1800,817,8,1678,14295950,9498,4145,56,8647,84731684
needs,1980s,456,238,1,584,3177602,7592,2935,62,6430,46072214
needs,1990s,795,328,4,643,4529684,8888,3364,78,6242,52955592
needs,2000s,1299,506,12,868,7141270,11031,4065,103,7266,67070891
needs,2010s,2852,1038,22,1678,14295950,13190,4939,111,8647,84731684
negation,1980s,258,85,4,584,3177602,3822,953,82,6430,46072214
negation,1990s,330,98,9,643,4529684,5024,1032,112,6242,52955592
negation,2000s,474,133,10,868,7141270,6910,1301,153,7266,67070891
negation,2010s,1351,282,22,1678,14295950,8572,1657,170,8647,84731684
negative,1980s,349,137,5,584,3177602,5585,1795,101,6430,46072214
negative,1990s,686,164,12,643,4529684,6771,1882,133,6242,52955592
negative,2000s,886,272,17,868,7141270,9326,2452,190,7266,67070891
negative,2010s,2365,557,49,1678,14295950,13547,3139,267,8647,84731684
neither,1980s,940,377,2,584,3177602,11524,4249,81,6430,46072214
neither,1990s,1314,448,11,643,4529684,12292,4339,86,6242,52955592
neither,2000s,1878,640,17,868,7141270,14659,5061,118,7266,67070891
neither,2010s,3343,1196,30,1678,14295950,17635,6102,162,8647,84731684
neural,1980s,82,17,2,584,3177602,1113,282,24,6430,46072214
neural,1990s,322,63,11,643,4529684,2257,422,59,6242,52955592
neural,2000s,234,76,4,868,7141270,3612,553,93,7266,67070891
neural,2010s,802,184,19,1678,14295950,5414,795,137,8647,84731684
neutral,1980s,289,83,7,584,3177602,2627,1002,38,6430,46072214
neutral,1990s,421,112,4,643,4529684,3430,1225,39,6242,52955592
neutral,2000s,551,218,7,868,7141270,4338,1623,69,7266,67070891
neutral,2010s,1450,565,20,1678,14295950,6882,2542,86,8647,84731684
never,1980s,787,322,3,584,3177602,11793,4066,113,6430,46072214
never,1990s,1082,407,10,643,4529684,11789,4061,114,6242,52955592
never,2000s,1655,587,17,868,7141270,13602,4585,145,7266,67070891
never,2010s,2845,989,28,1678,14295950,15211,5262,160,8647,84731684
nevertheless,1980s,459,214,1,584,3177602,6012,2690,27,6430,46072214
nevertheless,1990s,631,262,4,643,4529684,6452,2741,28,6242,52955592
nevertheless,2000s,1064,414,7,868,7141270,8395,3279,56,7266,67070891
nevertheless,2010s,2022,779,9,1678,14295950,10248,3837,80,8647,84731684
new,1980s,1845,430,38,584,3177602,32526,5195,1011,6430,46072214
new,1990s,2700,527,65,643,4529684,37352,5313,1207,6242,52955592
new,2000s,4526,771,121,868,7141270,45981,6365,1512,7266,67070891
new,2010s,10547,1530,329,1678,14295950,59390,7834,2020,8647,84731684
next,1980s,414,209,3,584,3177602,5910,2709,37,6430,46072214
next,1990s,684,316,1,643,4529684,7465,3079,66,6242,52955592
next,2000s,1005,468,2,868,7141270,10630,4110,96,7266,67070891
next,2010s,2413,1022,13,1678,14295950,14487,5535,105,8647,84731684
non,1980s,382,196,3,584,3177602,4023,2134,19,6430,46072214
non,1990s,406,236,0,643,4529684,4909,2365,31,6242,52955592
non,2000s,880,382,6,868,7141270,5705,2677,44,7266,67070891
non,2010s,2055,873,19,1678,14295950,7075,3240,54,8647,84731684
none,1980s,404,245,1,584,3177602,4867,2761,7,6430,46072214
none,1990s,565,316,1,643,4529684,5541,2993,11,6242,52955592
none,2000s,775,434,1,868,7141270,6655,3438,15,7266,67070891
none,2010s,1487,796,2,1678,14295950,7804,4031,24,8647,84731684
nonetheless,1980s,229,136,2,584,3177602,2736,1415,10,6430,46072214
nonetheless,1990s,363,176,0,643,4529684,3408,1574,11,6242,52955592
nonetheless,2000s,679,296,3,868,7141270,4996,2058,32,7266,67070891
nonetheless,2010s,1379,590,11,1678,14295950,6735,2801,49,8647,84731684
nonmoral,1980s,93,24,2,584,3177602,1243,270,32,6430,46072214
nonmoral,1990s,96,26,3,643,4529684,992,259,17,6242,52955592
nonmoral,2000s,191,46,6,868,7141270,1380,270,34,7266,67070891
nonmoral,2010s,723,106,15,1678,14295950,1718,363,39,8647,84731684
norm,1980s,64,22,3,584,3177602,947,353,19,6430,46072214
norm,1990s,258,47,6,643,4529684,2591,549,56,6242,52955592
norm,2000s,672,94,9,868,7141270,4308,743,95,7266,67070891
norm,2010s,2647,255,46,1678,14295950,10697,1246,215,8647,84731684
normal,1980s,513,157,9,584,3177602,6813,1937,134,6430,46072214
normal,1990s,854,219,11,643,4529684,8158,2083,155,6242,52955592
normal,2000s,1618,332,35,868,7141270,10102,2487,219,7266,67070891
normal,2010s,1986,549,39,1678,14295950,10588,2708,205,8647,84731684
normally,1980s,302,145,3,584,3177602,3483,1657,27,6430,46072214
normally,1990s,400,170,5,643,4529684,3705,1618,31,6242,52955592
normally,2000s,617,271,6,868,7141270,4430,1946,47,7266,67070891
normally,2010s,1058,440,7,1678,14295950,4958,2102,49,8647,84731684
normative,1980s,445,79,13,584,3177602,4852,941,130,6430,46072214
normative,1990s,1120,125,28,643,4529684,7416,1205,195,6242,52955592
normative,2000s,2001,214,47,868,7141270,12974,1574,316,7266,67070891
normative,2010s,7895,565,160,1678,14295950,32795,2703,683,8647,84731684
normativity,1980s,6,1,0,584,3177602,91,23,1,6430,46072214
normativity,1990s,141,17,3,643,4529684,897,186,22,6242,52955592
normativity,2000s,562,84,16,868,7141270,2727,475,76,7266,67070891
normativity,2010s,1376,261,31,1678,14295950,4721,976,118,8647,84731684
norms,1980s,253,27,6,584,3177602,2674,480,58,6430,46072214
norms,1990s,667,74,18,643,4529684,6124,832,129,6242,52955592
norms,2000s,930,134,21,868,7141270,7222,1077,164,7266,67070891
norms,2010s,3294,351,75,1678,14295950,14661,1826,340,8647,84731684
note,1980s,1025,369,9,584,3177602,11993,3866,158,6430,46072214
note,1990s,1430,464,17,643,4529684,14500,4141,241,6242,52955592
note,2000s,2337,637,33,868,7141270,20983,5252,422,7266,67070891
note,2010s,4798,1269,81,1678,14295950,28128,6662,579,8647,84731684
noted,1980s,416,217,1,584,3177602,5484,2583,30,6430,46072214
noted,1990s,492,259,1,643,4529684,5607,2684,18,6242,52955592
noted,2000s,826,395,3,868,7141270,7254,3288,29,7266,67070891
noted,2010s,1597,794,4,1678,14295950,9226,4126,38,8647,84731684
nothing,1980s,1311,412,18,584,3177602,16568,4707,236,6430,46072214
nothing,1990s,1841,517,22,643,4529684,18321,4816,292,6242,52955592
nothing,2000s,2859,718,49,868,7141270,22620,5635,425,7266,67070891
nothing,2010s,4772,1333,65,1678,14295950,24956,6559,398,8647,84731684
notice,1980s,464,229,1,584,3177602,4786,2180,30,6430,46072214
notice,1990s,609,266,4,643,4529684,5383,2287,43,6242,52955592
notice,2000s,1088,397,10,868,7141270,7210,2788,77,7266,67070891
notice,2010s,1867,721,16,1678,14295950,8865,3406,93,8647,84731684
notion,1980s,1834,367,47,584,3177602,22348,4205,620,6430,46072214
notion,1990s,2521,435,73,643,4529684,27254,4297,797,6242,52955592
notion,2000s,3953,607,114,868,7141270,33126,5071,1034,7266,67070891
notion,2010s,7348,1160,204,1678,14295950,40337,6075,1215,8647,84731684
notions,1980s,390,154,7,584,3177602,5404,1982,71,6430,46072214
notions,1990s,517,181,10,643,4529684,6165,2094,97,6242,52955592
notions,2000s,803,275,13,868,7141270,7363,2422,118,7266,67070891
notions,2010s,1449,525,14,1678,14295950,9241,2983,145,8647,84731684
novel,1980s,127,60,2,584,3177602,1790,718,23,6430,46072214
novel,1990s,293,83,3,643,4529684,2170,834,21,6242,52955592
novel,2000s,297,121,4,868,7141270,2788,1127,38,7266,67070891
novel,2010s,798,349,7,1678,14295950,4618,1972,60,8647,84731684
now,1980s,3745,522,120,584,3177602,42307,5798,1438,6430,46072214
now,1990s,4627,603,173,643,4529684,43293,5732,1490,6242,52955592
now,2000s,6480,817,228,868,7141270,51090,6733,1794,7266,67070891
now,2010s,10732,1555,356,1678,14295950,56943,7991,1947,8647,84731684
number,1980s,1564,337,31,584,3177602,19826,4359,443,6430,46072214
number,1990s,1695,432,29,643,4529684,22767,4428,541,6242,52955592
number,2000s,2289,577,43,868,7141270,28195,5308,701,7266,67070891
number,2010s,5543,1138,90,1678,14295950,36102,6754,844,8647,84731684
numbers,1980s,759,128,16,584,3177602,6627,1588,135,6430,46072214
numbers,1990s,628,141,16,643,4529684,9314,1721,203,6242,52955592
numbers,2000s,577,183,11,868,7141270,10548,2077,238,7266,67070891
numbers,2010s,1631,364,34,1678,14295950,11761,2390,259,8647,84731684
object,1980s,3222,362,87,584,3177602,30705,3845,855,6430,46072214
object,1990s,3472,415,96,643,4529684,30507,3889,809,6242,52955592
object,2000s,6000,585,166,868,7141270,42568,4657,1149,7266,67070891
object,2010s,9840,1135,269,1678,14295950,47077,5452,1233,8647,84731684
objection,1980s,1083,295,19,584,3177602,10248,2910,190,6430,46072214
objection,1990s,1583,367,36,643,4529684,12705,3174,282,6242,52955592
objection,2000s,3194,553,88,868,7141270,19463,3921,489,7266,67070891
objection,2010s,6516,1092,197,1678,14295950,27021,4856,731,8647,84731684
objections,1980s,451,186,6,584,3177602,4049,1923,28,6430,46072214
objections,1990s,455,220,2,643,4529684,4637,2017,42,6242,52955592
objections,2000s,1131,375,12,868,7141270,6870,2511,66,7266,67070891
objections,2010s,2351,765,38,1678,14295950,9838,3361,112,8647,84731684
objective,1980s,529,114,9,584,3177602,8701,1887,214,6430,46072214
objective,1990s,879,176,18,643,4529684,9780,1943,237,6242,52955592
objective,2000s,1324,251,32,868,7141270,11575,2201,269,7266,67070891
objective,2010s,2853,499,66,1678,14295950,15131,2637,359,8647,84731684
objects,1980s,3119,310,85,584,3177602,31449,3443,879,6430,46072214
objects,1990s,3599,385,101,643,4529684,33737,3546,901,6242,52955592
objects,2000s,6399,534,173,868,7141270,47933,4180,1238,7266,67070891
objects,2010s,11367,976,292,1678,14295950,51571,4791,1316,8647,84731684
obligation,1980s,932,74,26,584,3177602,6401,888,157,6430,46072214
obligation,1990s,575,66,8,643,4529684,5024,742,114,6242,52955592
obligation,2000s,1095,120,18,868,7141270,5405,840,121,7266,67070891
obligation,2010s,1334,221,25,1678,14295950,8349,1026,153,8647,84731684
obligations,1980s,339,60,10,584,3177602,3705,623,91,6430,46072214
obligations,1990s,232,42,4,643,4529684,3755,498,65,6242,52955592
obligations,2000s,668,79,15,868,7141270,3742,595,97,7266,67070891
obligations,2010s,1075,174,23,1678,14295950,5921,829,134,8647,84731684
observation,1980s,529,128,12,584,3177602,6050,1848,106,6430,46072214
observation,1990s,482,172,7,643,4529684,5823,1898,91,6242,52955592
observation,2000s,658,246,6,868,7141270,7288,2389,119,7266,67070891
observation,2010s,1187,519,10,1678,14295950,8214,2950,106,8647,84731684
observed,1980s,172,93,0,584,3177602,3753,1512,52,6430,46072214
observed,1990s,356,121,3,643,4529684,3821,1514,49,6242,52955592
observed,2000s,344,156,4,868,7141270,4798,1802,70,7266,67070891
observed,2010s,633,297,7,1678,14295950,5754,2209,82,8647,84731684
obtain,1980s,417,200,3,584,3177602,5095,2070,61,6430,46072214
obtain,1990s,579,213,8,643,4529684,5348,2124,52,6242,52955592
obtain,2000s,623,253,8,868,7141270,6732,2573,81,7266,67070891
obtain,2010s,1396,532,18,1678,14295950,8556,3049,137,8647,84731684
obtains,1980s,240,100,4,584,3177602,1878,923,19,6430,46072214
obtains,1990s,339,118,4,643,4529684,2046,981,15,6242,52955592
obtains,2000s,369,147,5,868,7141270,2851,1292,28,7266,67070891
obtains,2010s,899,349,12,1678,14295950,4310,1691,46,8647,84731684
obvious,1980s,783,343,4,584,3177602,9012,3672,52,6430,46072214
obvious,1990s,1058,397,4,643,4529684,9618,3782,57,6242,52955592
obvious,2000s,1403,542,9,868,7141270,11753,4441,89,7266,67070891
obvious,2010s,2695,1059,19,1678,14295950,13870,5288,116,8647,84731684
obviously,1980s,472,253,2,584,3177602,5959,2927,21,6430,46072214
obviously,1990s,666,340,1,643,4529684,6063,2981,17,6242,52955592
obviously,2000s,985,443,6,868,7141270,7621,3482,32,7266,67070891
obviously,2010s,1757,838,11,1678,14295950,8549,3944,44,8647,84731684
occur,1980s,724,241,16,584,3177602,8774,2890,139,6430,46072214
occur,1990s,741,308,6,643,4529684,8356,2887,105,6242,52955592
occur,2000s,953,355,14,868,7141270,9403,3202,138,7266,67070891
occur,2010s,1706,635,19,1678,14295950,10052,3568,126,8647,84731684
occurred,1980s,246,90,5,584,3177602,2488,1089,35,6430,46072214
occurred,1990s,314,109,3,643,4529684,2718,1037,37,6242,52955592
occurred,2000s,478,149,9,868,7141270,3221,1254,49,7266,67070891
occurred,2010s,679,246,12,1678,14295950,3477,1280,56,8647,84731684
occurrence,1980s,396,147,6,584,3177602,4679,1513,79,6430,46072214
occurrence,1990s,431,147,6,643,4529684,4116,1361,72,6242,52955592
occurrence,2000s,644,193,13,868,7141270,5114,1620,83,7266,67070891
occurrence,2010s,842,287,19,1678,14295950,4567,1580,89,8647,84731684
occurrences,1980s,158,61,3,584,3177602,1882,731,24,6430,46072214
occurrences,1990s,210,83,5,643,4529684,2293,748,44,6242,52955592
occurrences,2000s,263,93,5,868,7141270,2565,814,42,7266,67070891
occurrences,2010s,654,129,11,1678,14295950,2999,808,51,8647,84731684
occurrent,1980s,118,25,4,584,3177602,897,207,23,6430,46072214
occurrent,1990s,119,19,2,643,4529684,985,233,19,6242,52955592
occurrent,2000s,230,51,6,868,7141270,1445,335,30,7266,67070891
occurrent,2010s,563,129,13,1678,14295950,1767,406,32,8647,84731684
occurs,1980s,598,210,10,584,3177602,6133,2396,75,6430,46072214
occurs,1990s,561,254,3,643,4529684,6164,2443,74,6242,52955592
occurs,2000s,910,317,22,868,7141270,7588,2812,107,7266,67070891
occurs,2010s,1428,579,15,1678,14295950,8098,3182,87,8647,84731684
offer,1980s,290,152,1,584,3177602,4256,2106,22,6430,46072214
offer,1990s,521,278,0,643,4529684,5377,2516,22,6242,52955592
offer,2000s,1058,454,6,868,7141270,7579,3169,49,7266,67070891
offer,2010s,2597,921,28,1678,14295950,11535,4373,111,8647,84731684
offered,1980s,220,132,1,584,3177602,3294,1862,10,6430,46072214
offered,1990s,448,236,0,643,4529684,3999,2089,14,6242,52955592
offered,2000s,664,349,2,868,7141270,5030,2472,21,7266,67070891
offered,2010s,1404,655,4,1678,14295950,6826,3205,37,8647,84731684
offers,1980s,258,156,0,584,3177602,3109,1748,11,6430,46072214
offers,1990s,403,240,0,643,4529684,4063,2166,14,6242,52955592
offers,2000s,628,328,0,868,7141270,5299,2669,14,7266,67070891
offers,2010s,1570,750,2,1678,14295950,7627,3535,32,8647,84731684
often,1980s,837,316,11,584,3177602,12894,4043,166,6430,46072214
often,1990s,1270,432,11,643,4529684,14833,4191,221,6242,52955592
often,2000s,2091,597,35,868,7141270,18923,5045,327,7266,67070891
often,2010s,4892,1283,80,1678,14295950,27595,6531,554,8647,84731684
old,1980s,275,123,3,584,3177602,3923,1728,35,6430,46072214
old,1990s,394,153,5,643,4529684,4437,1864,50,6242,52955592
old,2000s,532,215,4,868,7141270,4915,2075,56,7266,67070891
old,2010s,843,421,6,1678,14295950,5025,2255,56,8647,84731684
one,1980s,15624,581,484,584,3177602,188508,6354,5295,6430,46072214
one,1990s,21097,642,567,643,4529684,205035,6199,5343,6242,52955592
one,2000s,32208,868,825,868,7141270,263169,7216,6457,7266,67070891
one,2010s,62279,1676,1594,1678,14295950,329448,8636,7996,8647,84731684
ones,1980s,2173,390,66,584,3177602,26787,4571,771,6430,46072214
ones,1990s,2803,504,79,643,4529684,29982,4686,833,6242,52955592
ones,2000s,4944,716,157,868,7141270,38974,5470,1086,7266,67070891
ones,2010s,10583,1412,315,1678,14295950,52021,6874,1467,8647,84731684
oneself,1980s,197,73,4,584,3177602,3403,1243,59,6430,46072214
oneself,1990s,225,102,3,643,4529684,3561,1232,47,6242,52955592
oneself,2000s,417,182,5,868,7141270,4283,1356,81,7266,67070891
oneself,2010s,876,339,15,1678,14295950,4452,1632,74,8647,84731684
onto,1980s,147,71,2,584,3177602,1710,851,19,6430,46072214
onto,1990s,309,119,5,643,4529684,2541,1166,31,6242,52955592
onto,2000s,390,189,1,868,7141270,3204,1561,25,7266,67070891
onto,2010s,588,345,2,1678,14295950,3530,1825,20,8647,84731684
ontological,1980s,539,115,12,584,3177602,5347,1339,107,6430,46072214
ontological,1990s,602,154,11,643,4529684,6148,1389,149,6242,52955592
ontological,2000s,1187,196,28,868,7141270,9053,1619,208,7266,67070891
ontological,2010s,2845,384,76,1678,14295950,12645,1907,305,8647,84731684
ontologically,1980s,89,40,1,584,3177602,867,415,10,6430,46072214
ontologically,1990s,136,53,3,643,4529684,1065,492,12,6242,52955592
ontologically,2000s,208,86,4,868,7141270,1899,685,35,7266,67070891
ontologically,2010s,791,193,19,1678,14295950,2769,853,57,8647,84731684
ontology,1980s,461,81,13,584,3177602,3470,906,80,6430,46072214
ontology,1990s,396,112,9,643,4529684,4262,1063,94,6242,52955592
ontology,2000s,785,164,23,868,7141270,7051,1479,175,7266,67070891
ontology,2010s,2120,384,54,1678,14295950,10357,1859,240,8647,84731684
open,1980s,667,286,5,584,3177602,7861,3199,72,6430,46072214
open,1990s,886,337,9,643,4529684,9657,3396,113,6242,52955592
open,2000s,1661,509,20,868,7141270,13245,4231,184,7266,67070891
open,2010s,3634,1052,59,1678,14295950,17914,5309,265,8647,84731684
operator,1980s,373,92,8,584,3177602,3354,738,86,6430,46072214
operator,1990s,274,70,7,643,4529684,4680,829,125,6242,52955592
operator,2000s,546,119,12,868,7141270,7014,1132,193,7266,67070891
operator,2010s,1260,206,35,1678,14295950,9446,1318,268,8647,84731684
operators,1980s,225,71,5,584,3177602,2064,596,46,6430,46072214
operators,1990s,261,62,8,643,4529684,3037,673,80,6242,52955592
operators,2000s,282,82,10,868,7141270,4638,858,136,7266,67070891
operators,2010s,765,181,18,1678,14295950,6354,1131,167,8647,84731684
opportunity,1980s,123,39,2,584,3177602,2536,725,30,6430,46072214
opportunity,1990s,237,52,3,643,4529684,1813,715,29,6242,52955592
opportunity,2000s,228,94,5,868,7141270,2737,824,38,7266,67070891
opportunity,2010s,841,199,14,1678,14295950,3347,1114,48,8647,84731684
opposed,1980s,213,134,0,584,3177602,3097,1836,6,6430,46072214
opposed,1990s,363,202,2,643,4529684,3802,2065,10,6242,52955592
opposed,2000s,549,304,2,868,7141270,4492,2471,16,7266,67070891
opposed,2010s,1057,565,1,1678,14295950,5702,2984,24,8647,84731684
option,1980s,153,71,3,584,3177602,2659,840,43,6430,46072214
option,1990s,489,159,6,643,4529684,4129,1411,59,6242,52955592
option,2000s,948,296,15,868,7141270,6946,2140,105,7266,67070891
option,2010s,2851,684,46,1678,14295950,12025,3260,221,8647,84731684
options,1980s,203,58,3,584,3177602,2299,742,35,6430,46072214
options,1990s,483,138,9,643,4529684,3453,1111,64,6242,52955592
options,2000s,707,253,12,868,7141270,5462,1737,91,7266,67070891
options,2010s,2425,607,30,1678,14295950,9957,2760,161,8647,84731684
order,1980s,1863,439,42,584,3177602,24994,5042,582,6430,46072214
order,1990s,2474,516,52,643,4529684,27691,5023,757,6242,52955592
order,2000s,3789,733,102,868,7141270,35891,6023,1057,7266,67070891
order,2010s,7913,1432,210,1678,14295950,44613,7407,1253,8647,84731684
ordered,1980s,187,63,3,584,3177602,2320,925,28,6430,46072214
ordered,1990s,197,81,2,643,4529684,2410,961,25,6242,52955592
ordered,2000s,166,73,1,868,7141270,2891,1061,45,7266,67070891
ordered,2010s,606,182,12,1678,14295950,3434,1282,51,8647,84731684
ordinary,1980s,818,255,17,584,3177602,9903,2828,183,6430,46072214
ordinary,1990s,1294,332,26,643,4529684,12002,2991,255,6242,52955592
ordinary,2000s,2444,481,55,868,7141270,16345,3462,382,7266,67070891
ordinary,2010s,4443,885,113,1678,14295950,18802,3993,462,8647,84731684
organism,1980s,221,44,6,584,3177602,2263,532,55,6430,46072214
organism,1990s,302,55,8,643,4529684,2731,572,71,6242,52955592
organism,2000s,339,64,4,868,7141270,3225,599,72,7266,67070891
organism,2010s,618,105,15,1678,14295950,3435,675,77,8647,84731684
organisms,1980s,150,33,3,584,3177602,2392,479,62,6430,46072214
organisms,1990s,332,61,8,643,4529684,3278,563,86,6242,52955592
organisms,2000s,267,66,6,868,7141270,4044,689,107,7266,67070891
organisms,2010s,500,118,9,1678,14295950,4529,779,124,8647,84731684
original,1980s,750,233,15,584,3177602,8765,2904,123,6430,46072214
original,1990s,887,334,9,643,4529684,10288,3264,152,6242,52955592
original,2000s,1493,496,22,868,7141270,12328,4003,186,7266,67070891
original,2010s,2703,976,28,1678,14295950,15733,4923,223,8647,84731684
others,1980s,1613,376,35,584,3177602,25131,4647,659,6430,46072214
others,1990s,1953,475,41,643,4529684,25714,4700,660,6242,52955592
others,2000s,3040,661,63,868,7141270,28973,5474,722,7266,67070891
others,2010s,6271,1347,134,1678,14295950,36799,6837,925,8647,84731684
otherwise,1980s,576,275,3,584,3177602,8089,3466,57,6430,46072214
otherwise,1990s,959,383,10,643,4529684,9338,3654,90,6242,52955592
otherwise,2000s,1597,567,16,868,7141270,12609,4506,139,7266,67070891
otherwise,2010s,3413,1121,39,1678,14295950,15981,5560,167,8647,84731684
outcome,1980s,218,65,4,584,3177602,4559,1190,97,6430,46072214
outcome,1990s,496,121,13,643,4529684,5402,1394,112,6242,52955592
outcome,2000s,886,170,18,868,7141270,7792,1681,183,7266,67070891
outcome,2010s,2019,369,46,1678,14295950,11341,2229,290,8647,84731684
outcomes,1980s,99,35,2,584,3177602,2271,640,46,6430,46072214
outcomes,1990s,254,69,5,643,4529684,3145,781,76,6242,52955592
outcomes,2000s,452,97,9,868,7141270,5197,1088,120,7266,67070891
outcomes,2010s,1110,246,27,1678,14295950,8501,1598,218,8647,84731684
outside,1980s,279,126,3,584,3177602,4093,1955,33,6430,46072214
outside,1990s,412,198,3,643,4529684,5108,2207,48,6242,52955592
outside,2000s,623,282,6,868,7141270,5777,2584,50,7266,67070891
outside,2010s,1226,562,9,1678,14295950,6809,3070,59,8647,84731684
overall,1980s,180,105,2,584,3177602,2962,1265,34,6430,46072214
overall,1990s,343,159,2,643,4529684,3965,1594,47,6242,52955592
overall,2000s,593,228,9,868,7141270,5464,2030,78,7266,67070891
overall,2010s,1707,596,25,1678,14295950,8864,2880,144,8647,84731684
pain,1980s,1376,103,25,584,3177602,9594,1175,169,6430,46072214
pain,1990s,1361,144,23,643,4529684,7777,1174,151,6242,52955592
pain,2000s,2455,223,49,868,7141270,10591,1407,213,7266,67070891
pain,2010s,3455,394,58,1678,14295950,15333,1794,213,8647,84731684
pains,1980s,159,47,5,584,3177602,1454,515,28,6430,46072214
pains,1990s,167,49,3,643,4529684,1156,462,20,6242,52955592
pains,2000s,384,78,9,868,7141270,1703,517,34,7266,67070891
pains,2010s,624,115,11,1678,14295950,2117,451,38,8647,84731684
pair,1980s,295,123,1,584,3177602,3799,1399,46,6430,46072214
pair,1990s,461,172,7,643,4529684,4481,1582,76,6242,52955592
