word,decade,count,appear,topic,ps_articles,ps_words,t20_count,t20_appear,t20_topic,t20_articles,t20_words
pair,2000s,594,222,10,868,7141270,5761,2035,85,7266,67070891
pair,2010s,1204,406,22,1678,14295950,7100,2416,117,8647,84731684
pairs,1980s,175,81,2,584,3177602,2189,964,21,6430,46072214
pairs,1990s,376,119,5,643,4529684,3039,1080,40,6242,52955592
pairs,2000s,353,151,4,868,7141270,3841,1411,60,7266,67070891
pairs,2010s,703,233,13,1678,14295950,4742,1706,75,8647,84731684
pap,1980s,26,5,1,584,3177602,200,55,4,6430,46072214
pap,1990s,45,7,2,643,4529684,516,66,15,6242,52955592
pap,2000s,294,10,5,868,7141270,1113,88,28,7266,67070891
pap,2010s,463,23,13,1678,14295950,1015,104,26,8647,84731684
paper,1980s,1697,464,25,584,3177602,18474,4832,299,6430,46072214
paper,1990s,2304,539,39,643,4529684,21037,4925,407,6242,52955592
paper,2000s,3626,754,63,868,7141270,29342,5820,721,7266,67070891
paper,2010s,8481,1468,226,1678,14295950,37110,6513,1078,8647,84731684
paradox,1980s,930,124,28,584,3177602,7148,1326,193,6430,46072214
paradox,1990s,937,148,27,643,4529684,7391,1284,199,6242,52955592
paradox,2000s,1221,172,30,868,7141270,10620,1586,270,7266,67070891
paradox,2010s,1794,315,43,1678,14295950,12815,1762,319,8647,84731684
paradoxes,1980s,266,60,8,584,3177602,1871,565,35,6430,46072214
paradoxes,1990s,270,61,5,643,4529684,2292,612,47,6242,52955592
paradoxes,2000s,258,69,9,868,7141270,2699,699,60,7266,67070891
paradoxes,2010s,521,108,12,1678,14295950,3606,795,75,8647,84731684
parallel,1980s,260,141,1,584,3177602,3300,1641,16,6430,46072214
parallel,1990s,348,177,1,643,4529684,3912,1783,36,6242,52955592
parallel,2000s,486,251,2,868,7141270,4243,1963,38,7266,67070891
parallel,2010s,890,429,9,1678,14295950,5228,2235,57,8647,84731684
parents,1980s,92,38,1,584,3177602,1842,527,31,6430,46072214
parents,1990s,150,51,4,643,4529684,2189,556,41,6242,52955592
parents,2000s,286,67,5,868,7141270,3137,664,66,7266,67070891
parents,2010s,737,143,17,1678,14295950,3663,810,76,8647,84731684
parfit,1980s,163,15,5,584,3177602,1867,190,45,6430,46072214
parfit,1990s,346,42,12,643,4529684,1946,287,54,6242,52955592
parfit,2000s,402,56,12,868,7141270,2283,370,59,7266,67070891
parfit,2010s,1028,153,29,1678,14295950,3149,541,57,8647,84731684
paribus,1980s,70,32,0,584,3177602,679,284,8,6430,46072214
paribus,1990s,335,55,3,643,4529684,1746,423,24,6242,52955592
paribus,2000s,365,67,9,868,7141270,2087,490,43,7266,67070891
paribus,2010s,382,122,8,1678,14295950,1998,636,36,8647,84731684
part,1980s,2248,469,48,584,3177602,29756,5326,800,6430,46072214
part,1990s,3212,574,79,643,4529684,34438,5382,1008,6242,52955592
part,2000s,5310,772,147,868,7141270,43942,6254,1293,7266,67070891
part,2010s,9289,1507,244,1678,14295950,50994,7597,1462,8647,84731684
partial,1980s,225,91,2,584,3177602,3943,1358,71,6430,46072214
partial,1990s,253,121,2,643,4529684,4329,1487,78,6242,52955592
partial,2000s,462,174,9,868,7141270,6345,1839,122,7266,67070891
partial,2010s,1353,382,30,1678,14295950,9268,2400,195,8647,84731684
participants,1980s,34,18,0,584,3177602,983,465,15,6430,46072214
participants,1990s,125,61,2,643,4529684,1305,633,16,6242,52955592
participants,2000s,449,142,4,868,7141270,2700,1013,37,7266,67070891
participants,2010s,1990,374,49,1678,14295950,8253,1728,193,8647,84731684
particles,1980s,203,33,4,584,3177602,3387,555,74,6430,46072214
particles,1990s,206,67,5,643,4529684,4430,741,118,6242,52955592
particles,2000s,392,83,12,868,7141270,6954,937,176,7266,67070891
particles,2010s,684,143,18,1678,14295950,6658,1010,158,8647,84731684
particular,1980s,2524,463,73,584,3177602,32784,5316,999,6430,46072214
particular,1990s,3404,565,105,643,4529684,37297,5431,1228,6242,52955592
particular,2000s,5647,800,180,868,7141270,48614,6432,1701,7266,67070891
particular,2010s,12419,1551,443,1678,14295950,63836,7918,2284,8647,84731684
particularly,1980s,244,163,0,584,3177602,3705,2058,7,6430,46072214
particularly,1990s,354,213,0,643,4529684,3920,2199,7,6242,52955592
particularly,2000s,547,318,0,868,7141270,5164,2724,14,7266,67070891
particularly,2010s,1305,698,4,1678,14295950,7141,3575,36,8647,84731684
particulars,1980s,160,47,5,584,3177602,2473,541,57,6430,46072214
particulars,1990s,218,55,5,643,4529684,2729,538,64,6242,52955592
particulars,2000s,481,88,10,868,7141270,3375,630,79,7266,67070891
particulars,2010s,1314,158,28,1678,14295950,4047,689,79,8647,84731684
parties,1980s,139,37,4,584,3177602,2232,652,42,6430,46072214
parties,1990s,127,59,2,643,4529684,2056,686,38,6242,52955592
parties,2000s,295,79,6,868,7141270,2638,798,42,7266,67070891
parties,2010s,668,204,12,1678,14295950,3415,1088,61,8647,84731684
partly,1980s,155,91,0,584,3177602,2543,1331,13,6430,46072214
partly,1990s,416,166,4,643,4529684,3193,1541,18,6242,52955592
partly,2000s,499,248,2,868,7141270,4127,1939,27,7266,67070891
partly,2010s,1584,536,21,1678,14295950,6599,2581,88,8647,84731684
parts,1980s,669,188,12,584,3177602,9382,2492,179,6430,46072214
parts,1990s,1240,264,25,643,4529684,13717,2746,272,6242,52955592
parts,2000s,2007,350,45,868,7141270,19069,3272,427,7266,67070891
parts,2010s,4534,685,100,1678,14295950,23695,3863,542,8647,84731684
party,1980s,200,62,2,584,3177602,2021,709,40,6430,46072214
party,1990s,337,74,6,643,4529684,2042,713,38,6242,52955592
party,2000s,453,105,9,868,7141270,3111,888,60,7266,67070891
party,2010s,998,238,22,1678,14295950,4675,1137,99,8647,84731684
passage,1980s,284,140,1,584,3177602,4703,1706,71,6430,46072214
passage,1990s,485,172,11,643,4529684,5509,1751,106,6242,52955592
passage,2000s,460,215,5,868,7141270,5426,1852,95,7266,67070891
passage,2010s,862,354,10,1678,14295950,6470,1993,125,8647,84731684
past,1980s,829,158,21,584,3177602,9776,2165,207,6430,46072214
past,1990s,1229,199,26,643,4529684,11089,2226,238,6242,52955592
past,2000s,1354,312,26,868,7141270,14630,2624,315,7266,67070891
past,2010s,3461,613,71,1678,14295950,17816,3234,338,8647,84731684
pattern,1980s,203,77,3,584,3177602,3862,1315,61,6430,46072214
pattern,1990s,432,146,9,643,4529684,4760,1477,90,6242,52955592
pattern,2000s,475,177,6,868,7141270,5498,1678,90,7266,67070891
pattern,2010s,1259,368,24,1678,14295950,7291,2174,136,8647,84731684
patterns,1980s,123,60,1,584,3177602,2790,984,44,6430,46072214
patterns,1990s,300,111,7,643,4529684,3782,1201,59,6242,52955592
patterns,2000s,297,121,3,868,7141270,4497,1413,86,7266,67070891
patterns,2010s,1095,335,23,1678,14295950,6774,1935,116,8647,84731684
paul,1980s,377,159,4,584,3177602,4420,2004,50,6430,46072214
paul,1990s,554,209,12,643,4529684,5568,2294,83,6242,52955592
paul,2000s,590,250,7,868,7141270,5680,2363,75,7266,67070891
paul,2010s,1032,392,13,1678,14295950,6614,2625,77,8647,84731684
people,1980s,1479,307,38,584,3177602,21452,3473,605,6430,46072214
people,1990s,2292,386,60,643,4529684,25183,3529,743,6242,52955592
people,2000s,3828,580,107,868,7141270,31666,4167,890,7266,67070891
people,2010s,7614,1077,201,1678,14295950,37057,4997,1044,8647,84731684
per,1980s,381,176,4,584,3177602,6129,2471,54,6430,46072214
per,1990s,390,219,3,643,4529684,6638,2658,70,6242,52955592
per,2000s,687,287,9,868,7141270,7195,2816,70,7266,67070891
per,2010s,790,367,10,1678,14295950,8550,3459,89,8647,84731684
perceive,1980s,90,44,1,584,3177602,2114,784,34,6430,46072214
perceive,1990s,199,55,4,643,4529684,1893,735,29,6242,52955592
perceive,2000s,367,111,5,868,7141270,3394,912,70,7266,67070891
perceive,2010s,732,203,16,1678,14295950,3476,958,70,8647,84731684
perceived,1980s,87,40,1,584,3177602,2645,964,37,6430,46072214
perceived,1990s,201,83,3,643,4529684,2273,916,28,6242,52955592
perceived,2000s,353,126,9,868,7141270,3746,1118,79,7266,67070891
perceived,2010s,777,256,19,1678,14295950,4185,1278,78,8647,84731684
perceiving,1980s,139,36,5,584,3177602,1369,500,28,6430,46072214
perceiving,1990s,113,45,1,643,4529684,1055,433,19,6242,52955592
perceiving,2000s,277,92,5,868,7141270,1804,569,37,7266,67070891
perceiving,2010s,658,178,13,1678,14295950,2290,683,49,8647,84731684
perception,1980s,549,105,13,584,3177602,10043,1626,230,6430,46072214
perception,1990s,958,152,21,643,4529684,9055,1502,218,6242,52955592
perception,2000s,2144,269,47,868,7141270,15898,1786,361,7266,67070891
perception,2010s,5185,470,124,1678,14295950,19875,2051,440,8647,84731684
perceptions,1980s,47,30,0,584,3177602,1950,531,40,6430,46072214
perceptions,1990s,71,42,0,643,4529684,1686,531,31,6242,52955592
perceptions,2000s,545,89,14,868,7141270,3416,632,76,7266,67070891
perceptions,2010s,705,153,12,1678,14295950,2971,660,54,8647,84731684
perceptual,1980s,581,102,17,584,3177602,6577,988,164,6430,46072214
perceptual,1990s,868,124,24,643,4529684,6609,1057,173,6242,52955592
perceptual,2000s,2243,235,52,868,7141270,14518,1388,321,7266,67070891
perceptual,2010s,7522,468,157,1678,14295950,23554,1740,471,8647,84731684
pereboom,1980s,0,0,0,584,3177602,24,7,1,6430,46072214
pereboom,1990s,23,7,1,643,4529684,143,38,5,6242,52955592
pereboom,2000s,141,23,4,868,7141270,611,115,19,7266,67070891
pereboom,2010s,745,81,19,1678,14295950,1666,220,44,8647,84731684
perfect,1980s,192,75,3,584,3177602,3390,1168,57,6430,46072214
perfect,1990s,259,107,5,643,4529684,3797,1251,64,6242,52955592
perfect,2000s,347,121,7,868,7141270,4502,1402,73,7266,67070891
perfect,2010s,774,308,8,1678,14295950,5066,1739,78,8647,84731684
perfectly,1980s,260,157,0,584,3177602,3961,2111,22,6430,46072214
perfectly,1990s,627,250,5,643,4529684,5084,2368,39,6242,52955592
perfectly,2000s,890,383,7,868,7141270,6644,2955,40,7266,67070891
perfectly,2010s,1919,730,19,1678,14295950,9247,3581,84,8647,84731684
perform,1980s,460,120,10,584,3177602,4386,1526,78,6430,46072214
perform,1990s,553,152,9,643,4529684,4907,1557,92,6242,52955592
perform,2000s,1404,235,32,868,7141270,6351,1769,119,7266,67070891
perform,2010s,2277,525,51,1678,14295950,9667,2549,192,8647,84731684
performance,1980s,197,72,3,584,3177602,2783,874,43,6430,46072214
performance,1990s,171,85,0,643,4529684,2473,844,33,6242,52955592
performance,2000s,342,108,7,868,7141270,3009,970,57,7266,67070891
performance,2010s,1066,283,27,1678,14295950,5460,1364,121,8647,84731684
performed,1980s,380,104,5,584,3177602,2627,1091,29,6430,46072214
performed,1990s,254,108,3,643,4529684,2624,1100,35,6242,52955592
performed,2000s,398,157,5,868,7141270,2946,1291,36,7266,67070891
performed,2010s,883,323,14,1678,14295950,4013,1627,51,8647,84731684
performing,1980s,241,74,3,584,3177602,1692,732,24,6430,46072214
performing,1990s,176,73,0,643,4529684,1804,794,21,6242,52955592
performing,2000s,390,145,4,868,7141270,2234,969,32,7266,67070891
performing,2010s,984,347,18,1678,14295950,3961,1513,65,8647,84731684
perhaps,1980s,1708,453,31,584,3177602,20815,5006,388,6430,46072214
perhaps,1990s,2633,549,63,643,4529684,22046,5015,468,6242,52955592
perhaps,2000s,3898,738,102,868,7141270,27279,5712,649,7266,67070891
perhaps,2010s,7099,1413,170,1678,14295950,32709,6863,766,8647,84731684
permissible,1980s,312,58,8,584,3177602,2153,659,43,6430,46072214
permissible,1990s,305,64,8,643,4529684,2533,658,57,6242,52955592
permissible,2000s,400,88,12,868,7141270,3330,785,72,7266,67070891
permissible,2010s,1486,276,30,1678,14295950,7738,1340,197,8647,84731684
perry,1980s,207,36,5,584,3177602,1263,266,38,6430,46072214
perry,1990s,237,57,6,643,4529684,1276,332,30,6242,52955592
perry,2000s,361,88,10,868,7141270,1738,464,38,7266,67070891
perry,2010s,443,152,6,1678,14295950,1934,580,32,8647,84731684
persistence,1980s,136,17,3,584,3177602,619,253,11,6430,46072214
persistence,1990s,128,35,3,643,4529684,1421,371,30,6242,52955592
persistence,2000s,343,71,12,868,7141270,2562,618,56,7266,67070891
persistence,2010s,814,139,17,1678,14295950,2933,655,57,8647,84731684
person,1980s,3050,397,101,584,3177602,33219,3856,1011,6430,46072214
person,1990s,3474,418,110,643,4529684,30510,3542,889,6242,52955592
person,2000s,4968,597,129,868,7141270,34215,3987,949,7266,67070891
person,2010s,8160,1026,226,1678,14295950,35096,4488,989,8647,84731684
personal,1980s,451,97,12,584,3177602,6887,1555,148,6430,46072214
personal,1990s,828,150,18,643,4529684,7550,1680,179,6242,52955592
personal,2000s,819,198,18,868,7141270,8745,1795,182,7266,67070891
personal,2010s,2251,447,39,1678,14295950,9514,2257,195,8647,84731684
persons,1980s,1273,264,36,584,3177602,17390,2650,463,6430,46072214
persons,1990s,1516,275,38,643,4529684,14965,2397,379,6242,52955592
persons,2000s,1644,355,33,868,7141270,15197,2502,379,7266,67070891
persons,2010s,3350,619,70,1678,14295950,14254,2732,358,8647,84731684
perspective,1980s,237,109,2,584,3177602,4432,1620,67,6430,46072214
perspective,1990s,461,187,7,643,4529684,7273,2141,134,6242,52955592
perspective,2000s,954,307,20,868,7141270,9261,2708,168,7266,67070891
perspective,2010s,2570,653,49,1678,14295950,13722,3721,278,8647,84731684
peter,1980s,305,113,2,584,3177602,3463,1336,68,6430,46072214
peter,1990s,626,198,16,643,4529684,5580,1847,107,6242,52955592
peter,2000s,725,248,12,868,7141270,6479,2260,107,7266,67070891
peter,2010s,907,366,11,1678,14295950,7148,2621,99,8647,84731684
phenomena,1980s,317,88,8,584,3177602,6469,1613,136,6430,46072214
phenomena,1990s,598,155,10,643,4529684,7840,1863,162,6242,52955592
phenomena,2000s,755,236,17,868,7141270,8963,2162,205,7266,67070891
phenomena,2010s,1466,482,29,1678,14295950,12127,2869,259,8647,84731684
phenomenal,1980s,207,33,6,584,3177602,2025,383,49,6430,46072214
phenomenal,1990s,585,41,15,643,4529684,3533,407,69,6242,52955592
phenomenal,2000s,2439,122,41,868,7141270,12029,679,202,7266,67070891
phenomenal,2010s,7670,318,141,1678,14295950,18847,990,315,8647,84731684
phenomenally,1980s,13,4,0,584,3177602,162,54,2,6430,46072214
phenomenally,1990s,68,15,2,643,4529684,279,90,5,6242,52955592
phenomenally,2000s,164,31,2,868,7141270,959,176,22,7266,67070891
phenomenally,2010s,759,118,25,1678,14295950,1500,301,45,8647,84731684
phenomenological,1980s,122,43,3,584,3177602,2905,840,66,6430,46072214
phenomenological,1990s,170,97,1,643,4529684,2731,1243,43,6242,52955592
phenomenological,2000s,837,283,11,868,7141270,4977,1951,58,7266,67070891
phenomenological,2010s,2022,704,25,1678,14295950,9147,3114,101,8647,84731684
phenomenology,1980s,53,16,2,584,3177602,1297,354,29,6430,46072214
phenomenology,1990s,91,40,2,643,4529684,1495,395,30,6242,52955592
phenomenology,2000s,490,88,8,868,7141270,3192,579,61,7266,67070891
phenomenology,2010s,2517,291,54,1678,14295950,7424,993,161,8647,84731684
phenomenon,1980s,185,100,2,584,3177602,3613,1460,39,6430,46072214
phenomenon,1990s,374,164,4,643,4529684,4326,1687,60,6242,52955592
phenomenon,2000s,750,272,9,868,7141270,6452,2283,90,7266,67070891
phenomenon,2010s,1690,584,25,1678,14295950,10891,3193,206,8647,84731684
philos,1980s,51,33,1,584,3177602,596,290,5,6430,46072214
philos,1990s,36,32,0,643,4529684,679,521,0,6242,52955592
philos,2000s,1296,407,45,868,7141270,2137,878,49,7266,67070891
philos,2010s,1851,1676,0,1678,14295950,2695,2221,0,8647,84731684
philosophers,1980s,702,252,6,584,3177602,9442,3028,139,6430,46072214
philosophers,1990s,1022,352,13,643,4529684,10109,3115,160,6242,52955592
philosophers,2000s,1801,512,31,868,7141270,12913,3807,220,7266,67070891
philosophers,2010s,4499,1060,85,1678,14295950,20492,5160,370,8647,84731684
philosophical,1980s,2159,580,27,584,3177602,24900,4903,637,6430,46072214
philosophical,1990s,3187,641,70,643,4529684,31459,5136,956,6242,52955592
philosophical,2000s,5492,848,156,868,7141270,42620,6112,1456,7266,67070891
philosophical,2010s,11699,1586,387,1678,14295950,68131,7704,2165,8647,84731684
philosophy,1980s,2167,509,38,584,3177602,37657,5519,1121,6430,46072214
philosophy,1990s,3264,623,77,643,4529684,45105,5707,1381,6242,52955592
philosophy,2000s,5236,844,147,868,7141270,51397,6617,1746,7266,67070891
philosophy,2010s,13457,1637,463,1678,14295950,87238,8164,3407,8647,84731684
phosphorus,1980s,101,13,4,584,3177602,555,76,20,6430,46072214
phosphorus,1990s,325,29,9,643,4529684,917,107,25,6242,52955592
phosphorus,2000s,240,37,8,868,7141270,857,147,27,7266,67070891
phosphorus,2010s,349,50,11,1678,14295950,1252,206,39,8647,84731684
phrase,1980s,442,167,8,584,3177602,4848,1725,79,6430,46072214
phrase,1990s,502,170,11,643,4529684,5408,1738,84,6242,52955592
phrase,2000s,588,231,10,868,7141270,5222,1889,93,7266,67070891
phrase,2010s,946,377,14,1678,14295950,4781,1898,75,8647,84731684
physical,1980s,1877,211,59,584,3177602,23470,2846,626,6430,46072214
physical,1990s,2930,322,75,643,4529684,29446,3038,737,6242,52955592
physical,2000s,5230,387,95,868,7141270,35652,3439,806,7266,67070891
physical,2010s,5300,664,125,1678,14295950,34220,3773,788,8647,84731684
physicalism,1980s,112,24,3,584,3177602,857,217,24,6430,46072214
physicalism,1990s,328,52,8,643,4529684,2249,339,49,6242,52955592
physicalism,2000s,1228,72,23,868,7141270,4531,380,100,7266,67070891
physicalism,2010s,1248,115,26,1678,14295950,4540,486,102,8647,84731684
physicalist,1980s,34,14,1,584,3177602,504,164,13,6430,46072214
physicalist,1990s,143,34,4,643,4529684,869,220,18,6242,52955592
physicalist,2000s,451,60,11,868,7141270,1457,286,39,7266,67070891
physicalist,2010s,548,83,17,1678,14295950,1418,266,35,8647,84731684
physically,1980s,193,65,4,584,3177602,1918,790,28,6430,46072214
physically,1990s,302,109,3,643,4529684,2994,992,52,6242,52955592
physically,2000s,439,135,10,868,7141270,3390,1144,60,7266,67070891
physically,2010s,385,197,1,1678,14295950,3543,1174,69,8647,84731684
physics,1980s,259,75,5,584,3177602,6545,1352,163,6430,46072214
physics,1990s,570,155,14,643,4529684,9781,1652,283,6242,52955592
physics,2000s,937,165,17,868,7141270,11271,1819,308,7266,67070891
physics,2010s,1196,287,26,1678,14295950,12558,2118,343,8647,84731684
pick,1980s,173,92,1,584,3177602,1788,980,10,6430,46072214
pick,1990s,300,163,1,643,4529684,2373,1244,23,6242,52955592
pick,2000s,559,222,9,868,7141270,3491,1545,47,7266,67070891
pick,2010s,996,450,11,1678,14295950,4699,2116,54,8647,84731684
picture,1980s,452,143,7,584,3177602,5955,1879,85,6430,46072214
picture,1990s,688,227,10,643,4529684,8108,2293,156,6242,52955592
picture,2000s,1185,334,20,868,7141270,9131,2663,156,7266,67070891
picture,2010s,2772,741,51,1678,14295950,13001,3681,217,8647,84731684
piece,1980s,282,101,5,584,3177602,2664,1285,24,6430,46072214
piece,1990s,328,153,4,643,4529684,3262,1436,34,6242,52955592
piece,2000s,522,188,6,868,7141270,4483,1739,53,7266,67070891
piece,2010s,1025,385,12,1678,14295950,5005,2046,57,8647,84731684
place,1980s,936,333,11,584,3177602,14503,4300,187,6430,46072214
place,1990s,1384,432,20,643,4529684,15730,4453,249,6242,52955592
place,2000s,1964,641,24,868,7141270,18559,5257,243,7266,67070891
place,2010s,3762,1214,37,1678,14295950,20679,6273,240,8647,84731684
